,repeat,fold,split_id,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.A_top_CO2_fd3_scaled,feature_importance.A_top_CO2_fd2_scaled,feature_importance.A_top_CO2_fd1_scaled,feature_importance.A_top_CO2_scaled
18,3,3,18,0.8977384464110127,0.8949076210336282,0.8548098176459753,0.939809357156014,0.6771649370841116,-0.46342531689682115,-0.7715968676633402,2.133532689761857,4.168018958798501,0.15388397246804325,0.12251720747295965,0.08898721730580135,0.0034414945919370443
19,3,4,19,0.8976377952755905,0.8955785334067892,0.8200042731129628,0.9134755669505233,1.8671617732747894,-1.2409832871431041,-0.22418980624647253,2.1238818239512445,3.13292983818216,0.11348425196850391,0.0898622047244094,0.07125984251968502,-0.0034448818897637847
20,4,0,20,0.8780674846625767,0.8771185337026933,0.8594949346796252,0.9217313437444516,1.8637386475631286,-0.6042263634889398,-0.13884904968063183,1.0884212709923895,3.972973263362329,0.16687116564417176,0.14263803680981593,0.10682515337423311,0.008895705521472374
21,4,1,21,0.9123931623931624,0.9097537095052343,0.8632899993072713,0.9430602699589238,1.9430993521432978,-0.5884641461827645,0.39714189293770963,-0.49597940149783637,4.307098588161019,0.14764957264957262,0.11445868945868942,0.08611111111111108,0.004914529914529908
22,4,2,22,0.8812260536398467,0.8810214901032093,0.8324918032786885,0.9035639344262295,0.7685379838571547,-0.39738632494881904,0.6923682429569347,1.0958744550829478,3.4153729363373384,0.14689655172413793,0.12191570881226055,0.09195402298850575,-0.0076628352490421435
23,4,3,23,0.9053819444444444,0.9058129494033054,0.8987536099711202,0.9572748306902432,0.567478190273639,0.6202768757164782,0.9659832786061417,-0.24576611803563195,2.665413075732185,0.19201388888888887,0.16015624999999994,0.12326388888888888,0.006076388888888862
24,4,4,24,0.7762906309751434,0.7707214788638146,0.7759936825480389,0.8111125734842503,0.4640473611461802,0.2987558481422257,0.04334764789986808,3.6165826219363897,0.6918766453771237,0.1280114722753346,0.10047801147227534,0.08479923518164435,-0.022275334608030595
25,5,0,25,0.8902777777777777,0.8932114049666627,0.8909534325206516,0.9531251936284167,0.13101522632605936,0.6136866007341931,0.033015196486647184,1.34298582731197,3.231797548375088,0.16479166666666661,0.15743055555555552,0.11277777777777771,0.0003472222222221655
26,5,1,26,0.8690575479566305,0.8658390502763298,0.8402173913043478,0.9081686429512518,1.3681238890221374,-1.3950728174077602,-0.8159176042127092,1.9663706485260593,4.538684008539403,0.1509591326105087,0.11926605504587154,0.10108423686405335,0.006839032527105882
27,5,2,27,0.843558282208589,0.841818212963546,0.8354995629536731,0.8860187929920571,0.8014204264284994,2.5424774804922587,1.8031207731301948,-1.7213235606442605,-0.036909962365603746,0.16157975460122703,0.10191717791411045,0.09087423312883437,0.0032975460122699474
28,5,3,28,0.9086021505376344,0.9091351124857189,0.8714280310910225,0.9275393838530931,0.974420521855857,-1.648247076525428,1.0828582065179997,0.5444410814219386,4.277805308379871,0.13879928315412182,0.1040322580645161,0.08261648745519709,0.011559139784946215
29,5,4,29,0.8689236111111112,0.8645183103370327,0.8311021865238732,0.9115242864461963,0.45397976348367874,-1.4202131349830194,-1.104286986855673,2.22911182458484,5.571666880714794,0.14071180555555562,0.1067708333333334,0.08576388888888893,0.016840277777777822
30,6,0,30,0.8215892053973014,0.8197263822090088,0.8198585706416036,0.8706314854579591,1.643996507278869,2.251937368169767,1.8585398381347853,-2.248470549210446,0.2062030607428381,0.1387556221889056,0.08680659670164921,0.0756371814092954,0.007121439280359876
31,6,1,31,0.9266381766381766,0.9276550980945087,0.8908010955152346,0.9380794248545018,-0.9957598369321049,1.0612616564678363,2.442037074549925,-1.0046877616621466,3.5738485467516137,0.12727920227920225,0.12749287749287747,0.09423076923076919,0.005199430199430177
32,6,2,32,0.8229166666666666,0.8176287513041387,0.8051464462213719,0.88494449334371,0.09380617212786167,-0.49345781213573836,1.155555594467448,2.1375224082352378,2.6941243741255643,0.13548611111111106,0.09965277777777773,0.07277777777777775,-0.009652777777777833
33,6,3,33,0.8356299212598425,0.8348855837148065,0.8303950951009775,0.8799866799866799,0.31240387743415426,-1.0673472647509088,-0.4198416291222495,1.6055516302674395,5.336686200388673,0.18169291338582674,0.15767716535433068,0.1311023622047244,-0.020275590551181166
34,6,4,34,0.95968534906588,0.956719558755769,0.7635519616651691,0.8739476223752953,0.38461890257264736,-0.8778960115673303,0.12408276078574813,1.5485547772021873,4.267711075813593,0.06420845624385442,0.06401179941002945,0.03923303834808256,-0.0003933136676499971
35,7,0,35,0.8473728106755629,0.8404915848397037,0.8071838207707287,0.892638712712677,0.04194311075932833,-0.7867357317313305,0.5238310401757333,2.5336563008737834,3.8661073838064786,0.13352793994995826,0.09090909090909086,0.07714762301918261,-0.009591326105087627
36,7,1,36,0.7952453987730062,0.7863796513769754,0.779103238962394,0.9153506899985774,0.9448977481180225,-1.3868638367560728,1.5166733833603057,0.07210016647866511,3.929859545030911,0.09340490797546012,0.059509202453987754,0.048773006134969335,0.0029907975460122804
37,7,2,37,0.9208333333333333,0.9232877350312765,0.8930655776155852,0.9516756577767354,1.6107039597599235,-0.37975343180872406,-1.0832165062735712,2.677241086789279,2.994033884195479,0.1468055555555555,0.13013888888888886,0.09743055555555552,0.009513888888888855
38,7,3,38,0.8394097222222222,0.8350370205571692,0.8011612697081348,0.8383475288486822,1.1910110662926914,2.710931811807932,-0.035986751114603886,1.4374425226472736,-1.7118933092648136,0.16067708333333336,0.12942708333333333,0.09505208333333333,-0.021006944444444463
39,7,4,39,0.899641577060932,0.8982179533647456,0.8750337381916329,0.9427584345479083,0.2949608492114201,-0.7059448485279809,-0.3122625767365709,1.906251683378859,4.623901789788149,0.20116487455197135,0.1548387096774194,0.13557347670250902,-0.015232974910394215
40,8,0,40,0.8376068376068376,0.8360471548500176,0.8326160238718416,0.8807528184864193,2.2293999986276165,2.665491241447604,1.0526285518078098,-0.7057688485730846,-1.8266061649032066,0.1602564102564103,0.11673789173789176,0.09323361823361824,0.006054131054131062
41,8,1,41,0.9020833333333333,0.9059173209765307,0.8832505027474991,0.9469649421680265,0.49184773176707886,-0.5597011710779732,-0.5436235241520219,2.750304415446065,3.7260123266483647,0.14604166666666668,0.12555555555555556,0.09465277777777778,-0.004652777777777761
42,8,2,42,0.8083832335329342,0.8015914499961332,0.787547916703927,0.8727994086050352,-1.262010360816997,0.4090737014569705,2.430777254299306,3.1587203925235343,0.33102470442443244,0.10940975192472202,0.05252352437981186,0.057399486740804154,0.0062446535500428335
43,8,3,43,0.8355640535372849,0.8341653251646076,0.8317979948993053,0.8870518570632896,1.4616485744182053,-1.3608232393400133,-1.0608934419675222,2.3367965010304204,4.20992196127149,0.1521032504780115,0.11500956022944553,0.10086042065009564,-0.011663479923518138
44,8,4,44,0.9548611111111112,0.9557463898132639,0.905650086422124,0.9549222200883427,1.0903397329142368,-0.308269808610762,0.155146280562876,2.528477267602606,2.172191698688169,0.10677083333333334,0.09340277777777782,0.06805555555555559,0.0010416666666667074
45,9,0,45,0.9167950693374423,0.9165451030303351,0.8979471211902681,0.9358768781762495,1.0796653903672322,1.7617062156310526,0.08104137182297967,-0.3314939197414663,0.9267030936976496,0.18335901386748849,0.15955315870570114,0.11648690292758095,0.009322033898305137
46,9,1,46,0.8972222222222223,0.8960300400173048,0.8570260162238927,0.9139087783998672,-1.1124680664453117,0.06053443266547688,1.5493774368675188,2.222781965317871,2.7338614368929774,0.14805555555555555,0.11972222222222224,0.08659722222222224,0.009861111111111176
47,9,2,47,0.8423611111111111,0.8402476609714464,0.8176839464882943,0.9052027591973244,0.5997823388100159,-0.8632622954464502,-0.6142582680855271,2.856200389871551,3.7073860855671397,0.1384027777777778,0.11375000000000002,0.08340277777777781,-0.005486111111111103
48,9,3,48,0.8569807037457434,0.8463312892777055,0.7835609054976644,0.8800035932447,0.15257447063499033,-1.4779095146681684,1.6301268728055283,1.4345892746930589,3.8022636888295946,0.10079455164585693,0.06935300794551642,0.0585698070374574,0.003859250851305307
49,9,4,49,0.8272569444444444,0.8232387644817665,0.8093994697576916,0.8728559097354954,-0.28544636885990327,-0.11770389139033785,2.9614898624434,1.2466108099965596,1.9700759726513333,0.1453125,0.08793402777777774,0.07795138888888885,-0.013281250000000022
